@relation 'MOA: -C 7'

@attribute a_7 numeric
@attribute a_8 numeric
@attribute a_9 numeric
@attribute class0- {0,1}
@attribute class1- {0,1}
@attribute class2- {0,1}
@attribute class3- {0,1}
@attribute class4- {0,1}
@attribute class5- {0,1}
@attribute class6- {0,1}

@data
0.537466,0.595143,0.180132,0,0,0,0,1,0,0
0.736806,0.80646,0.562674,0,1,1,0,0,0,0
0.508801,0.78395,0.546124,0,1,1,0,0,0,0
0.672081,0.703392,0.69229,0,1,1,0,0,0,0
0.610831,0.798722,0.558727,0,1,1,0,0,0,0
0.626747,0.227095,0.28087,1,0,0,0,0,0,0
0.48038,0.627027,0.303733,0,0,0,0,1,0,0
0.586586,0.680241,0.589196,0,1,1,0,0,0,0
0.718801,0.16924,0.180462,1,0,0,0,0,0,0
0.553629,0.790151,0.473705,0,1,1,0,0,0,0
0.433363,0.246804,0.285023,1,0,0,0,0,0,0
0.606094,0.78382,0.555432,0,1,1,0,0,0,0
0.703376,0.784022,0.545643,0,1,1,0,0,0,0
0.474724,0.608107,0.273798,0,0,0,0,1,0,0
0.581266,0.260583,0.307896,1,0,0,0,0,0,0
0.509419,0.53535,0.195901,0,0,0,0,1,0,0
0.619251,0.714014,0.278146,0,0,0,0,1,0,0
0.439104,0.789008,0.644578,0,1,1,0,0,0,0
0.466435,0.548169,0.336993,0,0,0,0,1,0,0
0.292476,0.646395,0.697458,0,0,0,1,0,0,0
0.458117,0.730118,0.667956,0,1,0,1,0,0,0
0.597967,0.67194,0.427532,0,0,1,0,1,0,0
0.505947,0.621386,0.29752,0,0,0,0,1,0,0
0.644836,0.786911,0.539764,0,1,1,0,0,0,0
0.246193,0.777793,0.635283,0,0,0,1,0,0,0
0.498423,0.589861,0.289721,0,0,0,0,1,0,0
0.426614,0.643685,0.694559,0,0,0,1,0,0,0
0.479695,0.750768,0.660715,0,1,1,0,0,0,0
0.474925,0.573916,0.287855,0,0,0,0,1,0,0
0.679888,0.605958,0.287292,0,0,0,0,1,0,0
0.424983,0.820185,0.579576,0,1,1,0,0,0,0
0.531688,0.81122,0.518355,0,1,1,0,0,0,0
0.57393,0.8028,0.556496,0,1,1,0,0,0,0
0.590684,0.30264,0.352735,1,0,0,0,0,0,0
0.617891,0.271226,0.246073,1,0,0,0,0,0,0
0.631719,0.778215,0.635919,0,1,1,0,0,0,0
0.640827,0.214779,0.37553,1,0,0,0,0,0,0
0.47976,0.79506,0.650109,0,1,1,0,0,0,0
0.301997,0.643557,0.694431,0,0,0,1,0,0,0
0.629959,0.969602,0.619939,0,1,1,0,0,0,0
0.613562,0.685221,0.465323,0,1,1,0,0,0,0
0.449639,0.594602,0.282819,0,0,0,0,1,0,0
0.716863,0.814865,0.693232,0,1,1,0,0,0,0
0.642065,0.854649,0.538528,0,1,1,0,0,0,0
0.636234,0.394535,0.31425,1,0,0,0,0,0,0
0.587542,0.1387,0.166932,1,0,0,0,0,0,0
0.747944,0.697723,0.682831,0,1,0,0,0,0,0
0.645393,0.259218,0.329176,1,0,0,0,0,0,0
0.633004,0.795523,0.542238,0,1,1,0,0,0,0
0.495411,0.581232,0.299988,0,0,0,0,1,0,0
0.278454,0.610733,0.845779,0,0,0,1,0,0,0
0.621123,0.772328,0.678052,0,1,1,0,0,0,0
0.635084,0.273934,0.297186,1,0,0,0,0,0,0
0.5258,0.585595,0.174952,0,0,0,0,1,0,0
0.554237,0.384142,0.353239,1,0,0,0,0,0,0
0.6544,0.786333,0.822228,0,1,0,0,0,0,0
0.565055,0.585254,0.296197,0,0,0,0,1,0,0
0.534861,0.150099,0.390001,1,0,0,0,0,0,0
0.244788,0.658468,0.664632,0,0,0,1,0,0,0
0.537542,0.226281,0.288094,1,0,0,0,0,0,0
0.357737,0.699909,0.214202,0,0,0,0,1,0,0
0.598851,0.149899,0.213687,1,0,0,0,0,0,0
0.548407,0.753111,0.543066,0,1,1,0,0,0,0
0.657221,0.847893,0.619181,0,1,1,0,0,0,0
0.603364,0.79434,0.478322,0,1,1,0,0,0,0
0.315112,0.62448,0.300869,0,0,0,0,1,0,0
0.414542,0.256632,0.293541,1,0,0,0,0,0,0
0.486246,0.914858,0.654351,0,1,0,0,0,0,0
0.752302,0.764297,0.69263,0,1,1,0,0,0,0
0.604225,0.201216,0.354033,1,0,0,0,0,0,0
0.251273,0.633828,0.708619,0,0,0,1,0,0,0
0.497524,0.606076,0.281259,0,0,0,0,1,0,0
0.606419,0.856157,0.675437,0,1,1,0,0,0,0
0.424664,0.594247,0.837105,0,0,0,1,0,0,0
0.380521,0.567383,0.267108,0,0,0,0,1,0,0
0.589946,0.210975,0.278559,1,0,0,0,0,0,0
0.224095,0.636668,0.702467,0,0,0,1,0,0,0
0.498057,0.798875,0.588308,0,1,1,0,0,0,0
0.680998,0.863994,0.619158,0,1,1,0,0,0,0
0.629899,0.7925,0.64159,0,1,1,0,0,0,0
0.586952,0.791891,0.669117,0,1,1,0,0,0,0
0.519716,0.809363,0.654108,0,1,1,0,0,0,0
0.307497,0.808802,0.668449,0,0,0,1,0,0,0
0.670709,0.59311,0.302424,0,0,0,0,1,0,0
0.761866,0.306762,0.309244,1,0,0,0,0,0,0
0.600778,0.801576,0.509501,0,1,1,0,0,0,0
0.56793,0.774175,0.635553,0,1,1,0,0,0,0
0.625119,0.791157,0.625713,0,1,1,0,0,0,0
0.519713,0.773216,0.557169,0,1,1,0,0,0,0
0.730803,0.268521,0.332638,1,0,0,0,0,0,0
0.46173,0.86707,0.545948,0,1,1,0,0,0,0
0.672432,0.792432,0.678404,0,1,1,0,0,0,0
0.471642,0.326699,0.311006,1,0,0,0,0,0,0
0.490065,0.450745,0.206719,0,0,0,0,1,0,0
0.778086,0.697141,0.601662,0,0,1,0,0,0,0
0.59232,0.773666,0.552793,0,1,1,0,0,0,0
0.405146,0.549852,0.324281,0,0,0,0,1,0,0
0.664311,0.685855,0.673235,0,1,1,0,0,0,0
0.257385,0.699354,0.700222,0,0,0,1,0,0,0
0.287659,0.645127,0.699504,0,0,0,1,0,0,0
0.536736,0.257302,0.321011,1,0,0,0,0,0,0
0.568241,0.782494,0.522124,0,1,1,0,0,0,0
0.579385,0.91901,0.599834,0,1,1,0,0,0,0
0.494186,0.796078,0.546207,0,1,1,0,0,0,0
0.25718,0.703901,0.586597,0,0,0,1,0,0,0
0.375479,0.650811,0.712987,0,0,0,1,0,0,0
0.587275,0.856996,0.522694,0,1,1,0,0,0,0
0.739218,0.770843,0.637673,0,1,1,0,0,0,0
0.567597,0.44069,0.274757,1,0,0,0,1,0,0
0.561006,0.956452,0.4704,0,0,1,0,0,0,0
0.622942,0.746784,0.710009,0,1,1,0,0,0,0
0.446366,0.769284,0.613656,0,1,1,0,0,0,0
0.62122,0.186337,0.205763,1,0,0,0,0,0,0
0.659141,0.723465,0.607414,0,1,1,0,0,0,0
0.647574,0.561725,0.185793,0,0,0,0,1,0,0
0.301589,0.647125,0.698584,0,0,0,1,0,0,0
0.530067,0.591545,0.307116,0,0,0,0,1,0,0
0.520505,0.29554,0.2573,1,0,0,0,0,0,0
0.475502,0.778153,0.668165,0,1,1,0,0,0,0
0.449638,0.252132,0.296434,1,0,0,0,0,0,0
0.179377,0.620134,0.722283,0,0,0,1,0,0,0
0.737001,0.764291,0.581216,0,1,1,0,0,0,0
0.577298,0.82938,0.553809,0,1,1,0,0,0,0
0.525495,0.724535,0.402228,0,0,1,0,1,0,0
0.629699,0.28366,0.314205,1,0,0,0,0,0,0
0.47973,0.798889,0.688754,0,1,1,0,0,0,0
0.624578,0.787187,0.552124,0,1,1,0,0,0,0
0.465937,0.733882,0.559342,0,1,1,0,0,0,0
0.456429,0.767999,0.615959,0,1,1,0,0,0,0
0.568763,0.908311,0.662348,0,1,1,0,0,0,0
0.52387,0.237096,0.172456,1,0,0,0,0,0,0
0.34102,0.589289,0.667787,0,0,0,1,0,0,0
0.564856,0.786993,0.547074,0,1,1,0,0,0,0
0.313816,0.543365,0.844816,0,0,0,1,0,0,0
0.66727,0.355282,0.405118,1,0,0,0,0,0,0
0.426607,0.665515,0.650824,0,0,0,1,0,0,0
0.278981,0.641888,0.702611,0,0,0,1,0,0,0
0.435835,0.644574,0.29411,0,0,0,0,1,0,0
0.594982,0.541292,0.209143,0,0,0,0,1,0,0
0.499244,0.202064,0.366178,1,0,0,0,0,0,0
0.493413,0.624013,0.706329,0,1,0,1,0,0,0
0.539896,0.787055,0.55273,0,1,1,0,0,0,0
0.461155,0.769563,0.693566,0,1,0,0,0,0,0
0.644569,0.70374,0.499996,0,1,1,0,0,0,0
0.316481,0.619035,0.699266,0,0,0,1,0,0,0
0.636685,0.882839,0.486673,0,1,1,0,0,0,0
0.725279,0.695699,0.512448,0,1,1,0,0,0,0
0.613375,0.786922,0.553334,0,1,1,0,0,0,0
0.615942,0.789444,0.531312,0,1,1,0,0,0,0
0.560177,0.605803,0.184321,0,0,0,0,1,0,0
0.493397,0.592285,0.284932,0,0,0,0,1,0,0
0.643608,0.809176,0.67912,0,1,1,0,0,0,0
0.315405,0.643254,0.695945,0,0,0,1,0,0,0
0.549146,0.188225,0.276035,1,0,0,0,0,0,0
0.593658,0.235586,0.287208,1,0,0,0,0,0,0
0.600385,0.25282,0.296799,1,0,0,0,0,0,0
0.468851,0.348256,0.368842,1,0,0,0,0,0,0
0.588753,0.265339,0.288599,1,0,0,0,0,0,0
0.586214,0.285593,0.362607,1,0,0,0,0,0,0
0.458073,0.205286,0.283434,1,0,0,0,0,0,0
0.648496,0.595481,0.399974,0,0,0,0,1,0,0
0.502896,0.222188,0.167454,1,0,0,0,0,0,0
0.623627,0.278953,0.2852,1,0,0,0,0,0,0
0.651468,0.247949,0.296283,1,0,0,0,0,0,0
0.432021,0.756696,0.628807,0,1,1,1,0,0,0
0.504634,0.566633,0.220712,0,0,0,0,1,0,0
0.444385,0.539479,0.335932,0,0,0,0,1,0,0
0.304903,0.658499,0.740152,0,0,0,1,0,0,0
0.575459,0.219854,0.273124,1,0,0,0,0,0,0
0.627272,0.718099,0.611649,0,1,1,0,0,0,0
0.763599,0.808605,0.559539,0,1,1,0,0,0,0
0.74434,0.270948,0.330471,1,0,0,0,0,0,0
0.580803,0.385215,0.1547,1,0,0,0,0,0,0
0.52653,0.504895,0.186972,0,0,0,0,1,0,0
0.651113,0.408908,0.330951,1,0,0,0,0,0,0
0.414087,0.621786,0.26142,0,0,0,0,1,0,0
0.321521,0.649113,0.247925,0,0,0,0,1,0,0
0.698701,0.726103,0.576777,0,1,1,0,0,0,0
0.176075,0.692351,0.742227,0,0,0,1,0,0,0
0.625183,0.843482,0.63337,0,1,1,0,0,0,0
0.588249,0.694693,0.358413,0,0,0,0,1,0,0
0.550727,0.166185,0.400801,1,0,0,0,0,0,0
0.590924,0.839039,0.594634,0,1,1,0,0,0,0
0.562686,0.584631,0.290394,0,0,0,0,1,0,0
0.75923,0.256733,0.296089,1,0,0,0,0,0,0
0.638983,0.757117,0.490359,0,1,1,0,0,0,0
0.412853,0.537262,0.290653,0,0,0,0,1,0,0
0.601946,0.77482,0.636474,0,1,1,0,0,0,0
0.642793,0.753919,0.638257,0,1,1,0,0,0,0
0.549284,0.806211,0.618775,0,1,1,0,0,0,0
0.637155,0.76168,0.577954,0,1,1,0,0,0,0
0.602853,0.781134,0.624872,0,1,1,0,0,0,0
0.537799,0.766851,0.638815,0,1,1,0,0,0,0
0.725736,0.809066,0.506328,0,1,1,0,0,0,0
0.303594,0.661841,0.764347,0,0,0,1,0,0,0
0.611498,0.917077,0.544052,0,1,1,0,0,0,0
0.729339,0.653641,0.571629,0,1,1,0,0,0,0
0.6338,0.676807,0.560505,0,1,1,0,0,0,0
0.504109,0.203839,0.319336,1,0,0,0,0,0,0
0.504487,0.795095,0.553449,0,1,1,0,0,0,0
0.692464,0.224108,0.210107,1,0,0,0,0,0,0
0.59904,0.226244,0.33807,1,0,0,0,0,0,0
0.578109,0.497641,0.435782,0,0,0,0,1,0,0
0.597535,0.78831,0.567249,0,1,1,0,0,0,0
0.376809,0.542031,0.274818,0,0,0,0,1,0,0
0.475923,0.62502,0.263963,0,0,0,0,1,0,0
0.515525,0.722436,0.568711,0,1,1,0,0,0,0
0.603851,0.717769,0.60679,0,1,1,0,0,0,0
0.587532,0.6385,0.141972,0,0,0,0,1,0,0
0.641171,0.738542,0.666435,0,1,1,0,0,0,0
0.777599,0.829012,0.494561,0,0,1,0,0,0,0
0.65187,0.752058,0.529569,0,1,1,0,0,0,0
0.532464,0.268399,0.328425,1,0,0,0,0,0,0
0.655601,0.624105,0.591919,0,1,1,0,0,0,0
0.559279,0.560423,0.376077,0,0,0,0,1,0,0
0.172198,0.659586,0.816376,0,0,0,1,0,0,0
0.720053,0.301946,0.232568,1,0,0,0,0,0,0
0.642713,0.341618,0.396321,1,0,0,0,0,0,0
0.626396,0.264106,0.313199,1,0,0,0,0,0,0
0.678187,0.315891,0.172082,1,0,0,0,0,0,0
0.615443,0.787651,0.552298,0,1,1,0,0,0,0
0.457466,0.262029,0.247658,1,0,0,0,0,0,0
0.197839,0.652479,0.650253,0,0,0,1,0,0,0
0.66005,0.70092,0.676504,0,1,1,0,0,0,0
0.440255,0.677992,0.677872,0,1,0,1,0,0,0
0.38069,0.637164,0.83355,0,0,0,1,0,0,0
0.610592,0.834349,0.545184,0,1,1,0,0,0,0
0.323695,0.652096,0.701449,0,0,0,1,0,0,0
0.17023,0.682618,0.691086,0,0,0,1,0,0,0
0.564581,0.44672,0.378515,0,0,0,0,1,0,0
0.260656,0.572267,0.766601,0,0,0,1,0,0,0
0.615697,0.74246,0.590541,0,1,1,0,0,0,0
0.330623,0.642229,0.223517,0,0,0,0,1,0,0
0.737892,0.786119,0.604672,0,1,1,0,0,0,0
0.731466,0.751178,0.530566,0,1,1,0,0,0,0
0.615531,0.738968,0.552437,0,1,1,0,0,0,0
0.545766,0.290217,0.220447,1,0,0,0,0,0,0
0.421974,0.73261,0.645731,0,1,0,1,0,0,0
0.607199,0.236181,0.290455,1,0,0,0,0,0,0
0.713853,0.909831,0.537779,0,0,1,0,0,0,0
0.569516,0.160665,0.413223,1,0,0,0,0,0,0
0.65301,0.247433,0.289503,1,0,0,0,0,0,0
0.513172,0.666906,0.746693,0,1,0,0,0,0,0
0.278355,0.652099,0.67281,0,0,0,1,0,0,0
0.649221,0.882424,0.437866,0,0,1,0,0,0,0
0.604714,0.762681,0.788109,0,1,0,0,0,0,0
0.363381,0.720347,0.233339,0,0,0,0,1,0,0
0.562514,0.760528,0.808126,0,1,0,0,0,0,0
0.320568,0.646633,0.670281,0,0,0,1,0,0,0
0.235567,0.551847,0.589318,0,0,0,1,0,0,0
0.142546,0.637127,0.666091,0,0,0,1,0,0,0
0.543831,0.472776,0.300772,0,0,0,0,1,0,0
0.468107,0.813396,0.534948,0,1,1,0,0,0,0
0.386218,0.695433,0.721082,0,0,0,1,0,0,0
0.755506,0.844649,0.558903,0,1,1,0,0,0,0
0.584942,0.252733,0.295082,1,0,0,0,0,0,0
0.497434,0.593691,0.286737,0,0,0,0,1,0,0
0.529888,0.642775,0.326363,0,0,0,0,1,0,0
0.457641,0.510733,0.3599,0,0,0,0,1,0,0
0.776075,0.313853,0.25281,1,0,0,0,0,0,0
0.304514,0.634369,0.700437,0,0,0,1,0,0,0
0.334563,0.632991,0.667232,0,0,0,1,0,0,0
0.260498,0.638685,0.718731,0,0,0,1,0,0,0
0.596258,0.908639,0.519591,0,1,1,0,0,0,0
0.716883,0.720145,0.453933,0,0,1,0,0,0,0
0.586729,0.779083,0.634793,0,1,1,0,0,0,0
0.448844,0.261254,0.263154,1,0,0,0,0,0,0
0.415117,0.800076,0.714571,0,1,0,1,0,0,0
0.609513,0.795304,0.536899,0,1,1,0,0,0,0
0.499091,0.676662,0.259689,0,0,0,0,1,0,0
0.30397,0.591849,0.289082,0,0,0,0,1,0,0
0.663677,0.224696,0.362368,1,0,0,0,0,0,0
0.273301,0.603353,0.542737,0,0,0,1,0,0,0
0.312465,0.526373,0.553814,0,0,0,1,0,0,0
0.261688,0.686959,0.654503,0,0,0,1,0,0,0
0.56771,0.811367,0.747346,0,1,0,0,0,0,0
0.489224,0.757096,0.633423,0,1,1,0,0,0,0
0.602047,0.776287,0.634898,0,1,1,0,0,0,0
0.498543,0.866974,0.554262,0,1,1,0,0,0,0
0.553697,0.774611,0.607567,0,1,1,0,0,0,0
0.427576,0.609642,0.249329,0,0,0,0,1,0,0
0.366645,0.741659,0.616615,0,0,0,1,0,0,0
0.609225,0.672992,0.595972,0,1,1,0,0,0,0
0.793011,0.77554,0.634155,0,1,1,0,0,0,0
0.707795,0.307902,0.273348,1,0,0,0,0,0,0
0.655461,0.568496,0.252616,0,0,0,0,1,0,0
0.524082,0.571797,0.31516,0,0,0,0,1,0,0
0.58822,0.591965,0.277538,0,0,0,0,1,0,0
0.42655,0.716827,0.577698,0,1,1,1,0,0,0
0.424483,0.586859,0.302026,0,0,0,0,1,0,0
0.631529,0.772144,0.639394,0,1,1,0,0,0,0
0.455506,0.710127,0.641018,0,1,1,1,0,0,0
0.506166,0.639088,0.246169,0,0,0,0,1,0,0
0.521019,0.702162,0.268633,0,0,0,0,1,0,0
0.499317,0.869584,0.514077,0,1,1,0,0,0,0
0.38837,0.577778,0.268061,0,0,0,0,1,0,0
0.574438,0.770223,0.646036,0,1,1,0,0,0,0
0.527575,0.581725,0.275594,0,0,0,0,1,0,0
0.610116,0.665723,0.655231,0,1,1,0,0,0,0
0.527502,0.111709,0.226484,1,0,0,0,0,0,0
0.67304,0.292967,0.343532,1,0,0,0,0,0,0
0.620046,0.804719,0.662419,0,1,1,0,0,0,0
0.414189,0.221519,0.312242,1,0,0,0,0,0,0
0.585755,0.242339,0.312546,1,0,0,0,0,0,0
0.34815,0.622524,0.7012,0,0,0,1,0,0,0
0.720203,0.693822,0.571802,0,1,1,0,0,0,0
0.671046,0.248723,0.29607,1,0,0,0,0,0,0
0.543998,0.589545,0.356046,0,0,0,0,1,0,0
0.595379,0.265884,0.295302,1,0,0,0,0,0,0
0.285379,0.511728,0.688656,0,0,0,1,0,0,0
0.340596,0.643532,0.668251,0,0,0,1,0,0,0
0.628663,0.859186,0.489305,0,1,1,0,0,0,0
0.693895,0.145576,0.266689,1,0,0,0,0,0,0
0.541638,0.609848,0.277311,0,0,0,0,1,0,0
0.582564,0.621522,0.291506,0,0,0,0,1,0,0
0.521248,0.574467,0.346867,0,0,0,0,1,0,0
0.468423,0.482621,0.3059,0,0,0,0,1,0,0
0.432763,0.657644,0.346601,0,0,0,0,1,0,0
0.445743,0.581855,0.332639,0,0,0,0,1,0,0
0.751449,0.245824,0.219914,1,0,0,0,0,0,0
0.631671,0.62416,0.294088,0,0,0,0,1,0,0
0.57819,0.805975,0.561766,0,1,1,0,0,0,0
0.410716,0.569674,0.334435,0,0,0,0,1,0,0
0.622315,0.25399,0.262029,1,0,0,0,0,0,0
0.461906,0.608694,0.271664,0,0,0,0,1,0,0
0.54933,0.757835,0.647324,0,1,1,0,0,0,0
0.632664,0.865934,0.459509,0,0,1,0,0,0,0
0.486164,0.866513,0.540081,0,1,1,0,0,0,0
0.508111,0.154123,0.247602,1,0,0,0,0,0,0
0.238763,0.652858,0.710865,0,0,0,1,0,0,0
0.674315,0.783213,0.652272,0,1,1,0,0,0,0
0.674039,0.834842,0.696997,0,1,1,0,0,0,0
0.307745,0.645191,0.697503,0,0,0,1,0,0,0
0.621029,0.790127,0.525238,0,1,1,0,0,0,0
0.621574,0.230129,0.296046,1,0,0,0,0,0,0
0.730663,0.224904,0.303505,1,0,0,0,0,0,0
0.621947,0.788363,0.55117,0,1,1,0,0,0,0
0.301788,0.643421,0.6973,0,0,0,1,0,0,0
0.557811,0.766043,0.595215,0,1,1,0,0,0,0
0.307027,0.639554,0.700123,0,0,0,1,0,0,0
0.487011,0.793584,0.648277,0,1,1,0,0,0,0
0.542679,0.317602,0.18169,1,0,0,0,0,0,0
0.314336,0.615645,0.578002,0,0,0,1,0,0,0
0.597766,0.795008,0.506582,0,1,1,0,0,0,0
0.495378,0.532727,0.303815,0,0,0,0,1,0,0
0.551469,0.83005,0.772973,0,1,0,0,0,0,0
0.289805,0.563404,0.725167,0,0,0,1,0,0,0
0.238164,0.614671,0.726064,0,0,0,1,0,0,0
0.537645,0.517674,0.195903,0,0,0,0,1,0,0
0.265771,0.668524,0.537664,0,0,0,1,0,0,0
0.487258,0.581674,0.286859,0,0,0,0,1,0,0
0.662801,0.793942,0.566415,0,1,1,0,0,0,0
0.54183,0.91057,0.599477,0,1,1,0,0,0,0
0.60604,0.806472,0.704044,0,1,1,0,0,0,0
0.237492,0.795236,0.687288,0,0,0,1,0,0,0
0.796919,0.744184,0.539545,0,0,1,0,0,0,0
0.741445,0.326191,0.274633,1,0,0,0,0,0,0
0.530739,0.537289,0.300806,0,0,0,0,1,0,0
0.73036,0.15162,0.318487,1,0,0,0,0,0,0
0.632969,0.243234,0.303115,1,0,0,0,0,0,0
0.73289,0.366787,0.204811,1,0,0,0,0,0,0
0.293094,0.785011,0.782738,0,0,0,1,0,0,0
0.443154,0.701182,0.594506,0,1,1,1,0,0,0
0.59756,0.616865,0.459802,0,0,1,0,1,0,0
0.302057,0.598859,0.710813,0,0,0,1,0,0,0
0.536583,0.517605,0.367683,0,0,0,0,1,0,0
0.484786,0.61435,0.257112,0,0,0,0,1,0,0
0.428136,0.791071,0.71627,0,1,0,1,0,0,0
0.586416,0.249152,0.309865,1,0,0,0,0,0,0
0.544075,0.86131,0.527031,0,1,1,0,0,0,0
0.504459,0.607178,0.288061,0,0,0,0,1,0,0
0.578832,0.822648,0.557091,0,1,1,0,0,0,0
0.495702,0.633795,0.731425,0,1,0,1,0,0,0
0.530203,0.772292,0.644089,0,1,1,0,0,0,0
0.642068,0.837767,0.614908,0,1,1,0,0,0,0
0.245706,0.553343,0.61062,0,0,0,1,0,0,0
0.61367,0.243482,0.308342,1,0,0,0,0,0,0
0.438513,0.520651,0.649848,0,0,0,1,0,0,0
0.499562,0.595824,0.286961,0,0,0,0,1,0,0
0.580318,0.669598,0.643721,0,1,1,0,0,0,0
0.469609,0.556076,0.314462,0,0,0,0,1,0,0
0.489646,0.239956,0.304616,1,0,0,0,0,0,0
0.279868,0.66547,0.697267,0,0,0,1,0,0,0
0.734354,0.763454,0.643451,0,1,1,0,0,0,0
0.55747,0.567915,0.239068,0,0,0,0,1,0,0
0.591868,0.248931,0.332378,1,0,0,0,0,0,0
0.598558,0.226544,0.305233,1,0,0,0,0,0,0
0.592357,0.775764,0.63349,0,1,1,0,0,0,0
0.573375,0.773261,0.638559,0,1,1,0,0,0,0
0.505128,0.592091,0.28472,0,0,0,0,1,0,0
0.593294,0.797353,0.659404,0,1,1,0,0,0,0
0.649428,0.85746,0.603546,0,1,1,0,0,0,0
0.628628,0.784026,0.554642,0,1,1,0,0,0,0
0.564911,0.898742,0.500836,0,1,1,0,0,0,0
0.736993,0.841204,0.539092,0,1,1,0,0,0,0
0.79533,0.85295,0.523324,0,0,1,0,0,0,0
0.430825,0.693855,0.13884,0,0,0,0,1,0,0
0.614802,0.787858,0.550902,0,1,1,0,0,0,0
0.580325,0.59797,0.318177,0,0,0,0,1,0,0
0.33206,0.69246,0.568711,0,0,0,1,0,0,0
0.702377,0.775876,0.641438,0,1,1,0,0,0,0
0.648381,0.771456,0.530144,0,1,1,0,0,0,0
0.595633,0.7746,0.636489,0,1,1,0,0,0,0
0.584848,0.946432,0.480413,0,0,1,0,0,0,0
0.665241,0.599604,0.554734,0,0,1,0,0,0,0
0.733904,0.210286,0.227789,1,0,0,0,0,0,0
0.385381,0.631793,0.692757,0,0,0,1,0,0,0
0.533781,0.635168,0.301605,0,0,0,0,1,0,0
0.455581,0.772835,0.431954,0,0,1,0,0,0,0
0.300628,0.642678,0.700438,0,0,0,1,0,0,0
0.604974,0.380421,0.184003,1,0,0,0,0,0,0
0.511078,0.821644,0.505125,0,1,1,0,0,0,0
0.596251,0.579351,0.360657,0,0,0,0,1,0,0
0.587984,0.800277,0.430322,0,0,1,0,0,0,0
0.788558,0.843476,0.567981,0,0,1,0,0,0,0
0.596006,0.834081,0.411745,0,0,1,0,0,0,0
0.307699,0.668595,0.679906,0,0,0,1,0,0,0
0.591744,0.520139,0.182318,0,0,0,0,1,0,0
0.515653,0.332279,0.201325,1,0,0,0,0,0,0
0.515399,0.611372,0.264373,0,0,0,0,1,0,0
0.549814,0.620834,0.228189,0,0,0,0,1,0,0
0.719105,0.780601,0.634873,0,1,1,0,0,0,0
0.349096,0.545038,0.766716,0,0,0,1,0,0,0
0.649807,0.776221,0.641758,0,1,1,0,0,0,0
0.601406,0.235225,0.304818,1,0,0,0,0,0,0
0.577938,0.773557,0.622763,0,1,1,0,0,0,0
0.544195,0.866965,0.584306,0,1,1,0,0,0,0
0.471614,0.708296,0.730325,0,1,0,1,0,0,0
0.351843,0.58211,0.54079,0,0,0,1,0,0,0
0.313871,0.542133,0.662312,0,0,0,1,0,0,0
0.282979,0.647112,0.706099,0,0,0,1,0,0,0
0.652816,0.644845,0.359909,0,0,0,0,1,0,0
0.618761,0.850015,0.501923,0,1,1,0,0,0,0
0.606965,0.225255,0.254046,1,0,0,0,0,0,0
0.763281,0.782366,0.540397,0,1,1,0,0,0,0
0.599751,0.773728,0.556808,0,1,1,0,0,0,0
0.519509,0.611215,0.223865,0,0,0,0,1,0,0
0.491865,0.586802,0.274573,0,0,0,0,1,0,0
0.58176,0.795807,0.647337,0,1,1,0,0,0,0
0.646822,0.789907,0.740661,0,1,1,0,0,0,0
0.607714,0.798886,0.54456,0,1,1,0,0,0,0
0.721032,0.86513,0.678544,0,1,1,0,0,0,0
0.230283,0.620383,0.689522,0,0,0,1,0,0,0
0.59804,0.777803,0.439338,0,1,1,0,0,0,0
0.28765,0.64077,0.704428,0,0,0,1,0,0,0
0.496154,0.591512,0.286714,0,0,0,0,1,0,0
0.647052,0.83809,0.45759,0,1,1,0,0,0,0
0.549259,0.66743,0.301991,0,0,0,0,1,0,0
0.577807,0.799833,0.522147,0,1,1,0,0,0,0
0.617235,0.790444,0.560917,0,1,1,0,0,0,0
0.618224,0.790065,0.536495,0,1,1,0,0,0,0
0.601385,0.592595,0.183835,0,0,0,0,1,0,0
0.523406,0.780324,0.486087,0,1,1,0,0,0,0
0.514419,0.827286,0.516527,0,1,1,0,0,0,0
0.492953,0.196486,0.425114,1,0,0,0,0,0,0
0.434331,0.59814,0.216565,0,0,0,0,1,0,0
0.517751,0.782995,0.494248,0,1,1,0,0,0,0
0.651399,0.695673,0.574586,0,1,1,0,0,0,0
0.55663,0.747219,0.367147,0,0,1,0,1,0,0
0.609703,0.813549,0.563362,0,1,1,0,0,0,0
0.336087,0.637824,0.695645,0,0,0,1,0,0,0
0.468101,0.447709,0.313259,0,0,0,0,1,0,0
0.644376,0.798877,0.576834,0,1,1,0,0,0,0
0.431274,0.572958,0.582317,0,0,0,1,0,0,0
0.346087,0.624026,0.760507,0,0,0,1,0,0,0
0.351866,0.635438,0.700464,0,0,0,1,0,0,0
0.274549,0.646511,0.699291,0,0,0,1,0,0,0
0.740881,0.798019,0.539503,0,1,1,0,0,0,0
0.567866,0.776371,0.631741,0,1,1,0,0,0,0
0.703163,0.872644,0.606052,0,1,1,0,0,0,0
0.43108,0.798481,0.566747,0,1,1,0,0,0,0
0.603588,0.244426,0.301365,1,0,0,0,0,0,0
0.168819,0.641463,0.701021,0,0,0,1,0,0,0
0.137427,0.67262,0.688962,0,0,0,1,0,0,0
0.294318,0.676585,0.722326,0,0,0,1,0,0,0
0.598501,0.783188,0.554512,0,1,1,0,0,0,0
0.29586,0.644856,0.708032,0,0,0,1,0,0,0
