@relation 'MOA: -C 5'

@attribute a_5 numeric
@attribute a_6 numeric
@attribute class0- {0,1}
@attribute class1- {0,1}
@attribute class2- {0,1}
@attribute class3- {0,1}
@attribute class4- {0,1}

@data
0.801654,0.846615,0,1,0,0,0
0.499442,0.585941,1,0,0,0,0
0.664418,0.756864,0,1,1,0,0
0.920624,0.814007,0,1,0,0,0
0.706424,0.640533,0,1,1,0,0
0.393293,0.636081,1,0,0,0,0
0.684883,0.665634,1,1,1,0,0
0.436759,0.529543,1,0,0,0,0
0.772233,0.649887,0,1,1,0,0
0.731109,0.644283,0,1,1,0,0
0.830248,0.585186,0,1,1,0,0
0.771533,0.725415,0,1,1,0,0
0.555487,0.57934,1,0,1,0,0
0.751896,0.585021,0,1,1,0,0
0.90827,0.61803,0,1,1,0,0
0.829539,0.667902,0,1,1,0,0
0.663074,0.599119,1,1,1,0,0
0.73824,0.6791,0,1,1,0,0
0.718823,0.684619,0,1,1,0,0
0.601941,0.675446,1,1,1,0,0
0.493018,0.715897,1,0,0,0,0
0.745805,0.667976,0,1,1,0,0
0.805132,0.635595,0,1,1,0,0
0.703845,0.668809,0,1,1,0,0
0.616088,0.544836,1,0,1,0,0
0.78078,0.828585,0,1,1,0,0
0.690737,0.76514,0,1,1,0,0
0.458492,0.690529,1,0,0,0,0
0.664122,0.695404,1,1,1,0,0
0.656078,0.475286,1,0,1,0,0
0.425529,0.65799,1,0,0,0,0
0.515132,0.651831,1,0,0,0,0
0.765504,0.692665,0,1,1,0,0
0.605797,0.700184,1,1,1,0,0
0.898194,0.731908,0,1,1,0,0
0.509375,0.542567,1,0,0,0,0
0.646388,0.486571,1,0,1,0,0
0.550181,0.527652,1,0,0,0,0
0.683341,0.663264,1,1,1,0,0
0.720738,0.605933,0,1,1,0,0
0.646742,0.693217,1,1,1,0,0
0.42176,0.661881,1,0,0,0,0
0.519445,0.724033,1,0,0,0,0
0.918107,0.60626,0,1,1,0,0
0.634337,0.801496,0,1,1,0,0
0.672804,0.67858,1,1,1,0,0
0.651174,0.725444,1,1,1,0,0
0.928487,0.721167,0,1,0,0,0
0.579449,0.693376,1,1,1,0,0
0.679055,0.470262,0,0,1,0,0
0.431481,0.481971,1,0,0,0,0
0.808412,0.705205,0,1,1,0,0
0.746773,0.728317,0,1,1,0,0
0.53399,0.745632,1,0,0,0,0
0.668897,0.658163,1,1,1,0,0
0.485755,0.60652,1,0,0,0,0
0.386727,0.69845,1,0,0,0,0
0.654844,0.495466,1,0,1,0,0
0.612268,0.679265,1,1,1,0,0
0.685393,0.650292,1,1,1,0,0
0.79261,0.677389,0,1,1,0,0
0.345979,0.512275,1,0,0,0,0
0.482291,0.674396,1,0,0,0,0
0.60944,0.471697,1,0,0,0,0
0.624334,0.572863,1,1,1,0,0
0.813261,0.760494,0,1,1,0,0
0.758201,0.621978,0,1,1,0,0
0.745778,0.678282,0,1,1,0,0
0.75791,0.707262,0,1,1,0,0
0.664711,0.533282,1,0,1,0,0
0.886462,0.681821,0,1,1,0,0
0.572214,0.634916,1,0,1,0,0
0.724188,0.583636,0,1,1,0,0
0.660819,0.675908,1,1,1,0,0
0.696496,0.523474,0,0,1,0,0
0.597019,0.599472,1,1,1,0,0
0.379977,0.545084,1,0,0,0,0
0.564314,0.660999,1,1,1,0,0
0.520907,0.593746,1,0,0,0,0
0.507511,0.600207,1,0,0,0,0
0.726465,0.674136,0,1,1,0,0
0.403972,0.639322,1,0,0,0,0
0.831526,0.535612,0,1,1,0,0
0.610361,0.779175,0,1,1,0,0
0.806781,0.665623,0,1,1,0,0
0.808253,0.773238,0,1,1,0,0
0.701432,0.50509,0,0,1,0,0
0.758216,0.708855,0,1,1,0,0
0.638592,0.667757,1,1,1,0,0
0.696144,0.763555,0,1,1,0,0
0.703857,0.677567,0,1,1,0,0
0.649209,0.633921,1,1,1,0,0
0.697619,0.736862,0,1,1,0,0
0.751779,0.672783,0,1,1,0,0
0.703163,0.695127,0,1,1,0,0
0.825767,0.737949,0,1,1,0,0
0.872287,0.703773,0,1,1,0,0
0.792361,0.782747,0,1,1,0,0
0.841125,0.550209,0,1,1,0,0
0.404733,0.652,1,0,0,0,0
0.764249,0.477462,0,0,1,0,0
0.506651,0.494354,1,0,0,0,0
0.705185,0.844522,0,1,0,0,0
0.63508,0.829263,0,1,0,0,0
0.799868,0.691842,0,1,1,0,0
0.887386,0.669706,0,1,1,0,0
0.382581,0.556913,1,0,0,0,0
0.598823,0.545194,1,0,1,0,0
0.765895,0.669812,0,1,1,0,0
0.65251,0.573413,1,1,1,0,0
0.586187,0.554302,1,0,1,0,0
0.574439,0.691063,1,1,1,0,0
0.551741,0.537449,1,0,0,0,0
0.330954,0.654343,1,0,0,0,0
0.634408,0.579709,1,1,1,0,0
0.840541,0.65937,0,1,1,0,0
0.91758,0.659467,0,1,1,0,0
0.459728,0.483789,1,0,0,0,0
0.705185,0.90288,0,1,0,0,0
0.597013,0.566553,1,0,1,0,0
0.726713,0.640162,0,1,1,0,0
0.849742,0.643692,0,1,1,0,0
0.347713,0.51245,1,0,0,0,0
0.854839,0.729654,0,1,1,0,0
0.679551,0.764778,0,1,1,0,0
0.744109,0.618867,0,1,1,0,0
0.836978,0.631989,0,1,1,0,0
0.676373,0.529108,1,0,1,0,0
0.672241,0.87923,0,1,0,0,0
0.517593,0.603255,1,0,0,0,0
0.423593,0.499034,1,0,0,0,0
0.50453,0.602245,1,0,0,0,0
0.788142,0.913301,0,1,0,0,0
0.907043,0.772408,0,1,0,0,0
0.784324,0.647799,0,1,1,0,0
0.736548,0.693116,0,1,1,0,0
0.770711,0.908355,0,1,0,0,0
0.545717,0.470029,1,0,0,0,0
0.472395,0.71712,1,0,0,0,0
0.749561,0.646287,0,1,1,0,0
0.652476,0.711254,1,1,1,0,0
0.445226,0.604988,1,0,0,0,0
0.738034,0.65884,0,1,1,0,0
0.776471,0.844218,0,1,0,0,0
0.675749,0.621571,1,1,1,0,0
0.701791,0.619825,1,1,1,0,0
0.831191,0.572166,0,1,1,0,0
0.723379,0.591538,0,1,1,0,0
0.823039,0.755817,0,1,1,0,0
0.755947,0.546835,0,1,1,0,0
0.718148,0.618728,0,1,1,0,0
0.536354,0.72807,1,0,0,0,0
0.727393,0.680941,0,1,1,0,0
0.833167,0.553959,0,1,1,0,0
0.55492,0.418293,1,0,0,0,0
0.48104,0.733994,1,0,0,0,0
0.650584,0.638781,1,1,1,0,0
0.399158,0.656041,1,0,0,0,0
0.646517,0.728229,1,1,1,0,0
0.70044,0.713892,0,1,1,0,0
0.395597,0.591499,1,0,0,0,0
0.856954,0.620069,0,1,1,0,0
0.507914,0.6024,1,0,0,0,0
0.538707,0.66325,1,0,1,0,0
0.651187,0.660813,1,1,1,0,0
0.363646,0.484192,1,0,0,0,0
0.834008,0.665603,0,1,1,0,0
0.803408,0.811215,0,1,1,0,0
0.750646,0.758469,0,1,1,0,0
0.694802,0.690881,0,1,1,0,0
0.559491,0.595042,1,0,1,0,0
0.564938,0.714494,1,1,1,0,0
0.625962,0.583443,1,1,1,0,0
0.519921,0.634152,1,0,0,0,0
0.687077,0.58534,1,1,1,0,0
0.500795,0.630935,1,0,0,0,0
0.835381,0.899714,0,1,0,0,0
0.697796,0.658059,1,1,1,0,0
0.760813,0.722128,0,1,1,0,0
0.83449,0.747819,0,1,1,0,0
0.467126,0.786231,1,0,0,0,0
0.54491,0.577348,1,0,1,0,0
0.664467,0.745302,0,1,1,0,0
0.578491,0.540323,1,0,1,0,0
0.914433,0.690097,0,1,1,0,0
0.662371,0.826569,0,1,0,0,0
0.714715,0.695011,0,1,1,0,0
0.568945,0.653905,1,1,1,0,0
0.661584,0.707385,1,1,1,0,0
0.618667,0.550569,1,0,1,0,0
0.504002,0.490062,1,0,0,0,0
0.544469,0.775833,1,0,0,0,0
0.83708,0.880421,0,1,0,0,0
0.715284,0.498218,0,0,1,0,0
0.755759,0.608606,0,1,1,0,0
0.738617,0.749331,0,1,1,0,0
0.583585,0.719443,1,1,1,0,0
0.659591,0.659172,1,1,1,0,0
0.728439,0.489153,0,0,1,0,0
0.421318,0.534989,1,0,0,0,0
0.803793,0.586267,0,1,1,0,0
0.544452,0.542758,1,0,0,0,0
0.699524,0.657785,1,1,1,0,0
0.592789,0.628107,1,1,1,0,0
0.538295,0.443647,1,0,0,0,0
0.41547,0.713742,1,0,0,0,0
0.708255,0.768491,0,1,1,0,0
0.763683,0.547028,0,1,1,0,0
0.776485,0.662435,0,1,1,0,0
0.630818,0.721904,1,1,1,0,0
0.880679,0.821915,0,1,0,0,0
0.74749,0.720918,0,1,1,0,0
0.740724,0.629959,0,1,1,0,0
0.757114,0.7224,0,1,1,0,0
0.823838,0.784325,0,1,1,0,0
0.650323,0.587993,1,1,1,0,0
0.73387,0.785255,0,1,1,0,0
0.706331,0.714304,0,1,1,0,0
0.521286,0.579287,1,0,0,0,0
0.731251,0.586603,0,1,1,0,0
0.504003,0.75773,1,0,0,0,0
0.375104,0.496242,1,0,0,0,0
0.765037,0.801266,0,1,1,0,0
0.751756,0.724869,0,1,1,0,0
0.835317,0.619761,0,1,1,0,0
0.790114,0.501667,0,0,1,0,0
0.753038,0.753887,0,1,1,0,0
0.42208,0.510753,1,0,0,0,0
0.879304,0.823887,0,1,0,0,0
0.500465,0.669921,1,0,0,0,0
0.56855,0.632451,1,0,1,0,0
0.65563,0.539132,1,0,1,0,0
0.414489,0.668776,1,0,0,0,0
0.517936,0.563997,1,0,0,0,0
0.731443,0.613093,0,1,1,0,0
0.393364,0.733326,1,0,0,0,0
0.896906,0.665926,0,1,1,0,0
0.631074,0.739765,1,1,1,0,0
0.774096,0.640933,0,1,1,0,0
0.62525,0.714103,1,1,1,0,0
0.671036,0.636015,1,1,1,0,0
0.882876,0.594316,0,1,1,0,0
0.775675,0.803829,0,1,1,0,0
0.750888,0.651604,0,1,1,0,0
0.395173,0.672182,1,0,0,0,0
0.798631,0.776342,0,1,1,0,0
0.753229,0.723068,0,1,1,0,0
0.513675,0.610757,1,0,0,0,0
0.670336,0.672506,1,1,1,0,0
0.791421,0.47728,0,0,1,0,0
0.744156,0.525219,0,1,1,0,0
0.740617,0.746879,0,1,1,0,0
0.497384,0.617879,1,0,0,0,0
0.625411,0.52592,1,0,1,0,0
0.786118,0.776452,0,1,1,0,0
0.747267,0.655744,0,1,1,0,0
0.494735,0.56343,1,0,0,0,0
0.930382,0.630218,0,1,1,0,0
0.735352,0.847266,0,1,0,0,0
0.396991,0.501744,1,0,0,0,0
0.734469,0.557379,0,1,1,0,0
0.690689,0.641135,1,1,1,0,0
0.504202,0.606227,1,0,0,0,0
0.739632,0.724733,0,1,1,0,0
0.502765,0.612298,1,0,0,0,0
0.615325,0.844249,0,1,0,0,0
0.480667,0.558865,1,0,0,0,0
0.409583,0.648329,1,0,0,0,0
0.6021,0.603312,1,1,1,0,0
0.736636,0.633449,0,1,1,0,0
0.79334,0.639865,0,1,1,0,0
0.816717,0.667754,0,1,1,0,0
0.914647,0.666471,0,1,1,0,0
0.658034,0.757481,0,1,1,0,0
0.930377,0.629236,0,1,1,0,0
0.737749,0.635878,0,1,1,0,0
0.497724,0.606451,1,0,0,0,0
0.705645,0.700197,0,1,1,0,0
0.709258,0.7289,0,1,1,0,0
0.8483,0.713854,0,1,1,0,0
0.840373,0.687231,0,1,1,0,0
0.554745,0.579092,1,0,1,0,0
0.623715,0.6418,1,1,1,0,0
0.803494,0.904886,0,1,0,0,0
0.572032,0.507008,1,0,0,0,0
0.8564,0.619535,0,1,1,0,0
0.701141,0.646852,1,1,1,0,0
0.593211,0.650136,1,1,1,0,0
0.512934,0.631306,1,0,0,0,0
0.723967,0.648802,0,1,1,0,0
0.618955,0.715071,1,1,1,0,0
0.684383,0.641691,1,1,1,0,0
0.466833,0.600358,1,0,0,0,0
0.7121,0.6526,0,1,1,0,0
0.84758,0.580494,0,1,1,0,0
0.6764,0.708639,1,1,1,0,0
0.617669,0.519997,1,0,1,0,0
0.719761,0.680878,0,1,1,0,0
0.799016,0.657774,0,1,1,0,0
0.635524,0.533486,1,0,1,0,0
0.693923,0.657601,1,1,1,0,0
0.420634,0.536789,1,0,0,0,0
0.545465,0.586265,1,0,1,0,0
0.732993,0.902096,0,1,0,0,0
0.616428,0.569013,1,0,1,0,0
0.629177,0.690247,1,1,1,0,0
0.73202,0.634817,0,1,1,0,0
0.809914,0.729681,0,1,1,0,0
0.935622,0.725732,0,1,0,0,0
0.634623,0.669379,1,1,1,0,0
0.640611,0.869616,0,1,0,0,0
0.679296,0.709524,0,1,1,0,0
0.485592,0.641102,1,0,0,0,0
0.528445,0.512179,1,0,0,0,0
0.717305,0.745515,0,1,1,0,0
0.521872,0.598177,1,0,0,0,0
0.516202,0.624826,1,0,0,0,0
0.663617,0.690551,1,1,1,0,0
0.777298,0.776764,0,1,1,0,0
0.841001,0.634706,0,1,1,0,0
0.390603,0.644996,1,0,0,0,0
0.735455,0.631776,0,1,1,0,0
0.790394,0.594235,0,1,1,0,0
0.759318,0.687908,0,1,1,0,0
0.70778,0.673873,0,1,1,0,0
0.648715,0.572152,1,1,1,0,0
0.554502,0.58899,1,0,1,0,0
0.801141,0.634978,0,1,1,0,0
0.683322,0.721212,0,1,1,0,0
0.857165,0.688651,0,1,1,0,0
0.733873,0.641835,0,1,1,0,0
0.688373,0.634294,1,1,1,0,0
0.748232,0.620502,0,1,1,0,0
0.481466,0.671547,1,0,0,0,0
0.570502,0.751875,1,1,0,0,0
0.748372,0.706018,0,1,1,0,0
0.691906,0.661648,1,1,1,0,0
0.638133,0.761754,0,1,1,0,0
0.896573,0.819093,0,1,0,0,0
0.439786,0.481018,1,0,0,0,0
0.790719,0.661571,0,1,1,0,0
0.656754,0.663671,1,1,1,0,0
0.619843,0.674474,1,1,1,0,0
0.650513,0.724907,1,1,1,0,0
0.781547,0.691332,0,1,1,0,0
0.406814,0.555418,1,0,0,0,0
0.555091,0.638049,1,0,1,0,0
0.732197,0.625085,0,1,1,0,0
0.502736,0.619895,1,0,0,0,0
0.785216,0.733653,0,1,1,0,0
0.611659,0.487781,1,0,1,0,0
0.600686,0.658108,1,1,1,0,0
0.453255,0.631567,1,0,0,0,0
0.488086,0.567078,1,0,0,0,0
0.621498,0.554624,1,0,1,0,0
0.708816,0.747815,0,1,1,0,0
0.508522,0.596071,1,0,0,0,0
0.64791,0.727869,1,1,1,0,0
0.480194,0.598838,1,0,0,0,0
0.692149,0.547586,1,1,1,0,0
0.611855,0.611138,1,1,1,0,0
0.575306,0.695632,1,1,1,0,0
0.711538,0.465542,0,0,1,0,0
0.624131,0.792821,0,1,1,0,0
0.389923,0.57137,1,0,0,0,0
0.415641,0.545395,1,0,0,0,0
0.738695,0.663642,0,1,1,0,0
0.689107,0.71422,0,1,1,0,0
0.675712,0.699975,1,1,1,0,0
0.856371,0.584259,0,1,1,0,0
0.662943,0.540555,1,1,1,0,0
0.710607,0.760825,0,1,1,0,0
0.875455,0.616748,0,1,1,0,0
0.564032,0.657992,1,1,1,0,0
0.701168,0.486942,0,0,1,0,0
0.885653,0.692553,0,1,1,0,0
0.74965,0.711438,0,1,1,0,0
0.69488,0.571106,1,1,1,0,0
0.860507,0.779104,0,1,1,0,0
0.601186,0.606245,1,1,1,0,0
0.631403,0.578082,1,1,1,0,0
0.802206,0.777686,0,1,1,0,0
0.733454,0.634854,0,1,1,0,0
0.933782,0.794901,0,1,0,0,0
0.751888,0.734386,0,1,1,0,0
0.666431,0.659889,1,1,1,0,0
0.868018,0.805422,0,1,0,0,0
0.718952,0.631136,0,1,1,0,0
0.847303,0.704276,0,1,1,0,0
0.78327,0.640394,0,1,1,0,0
0.761759,0.871626,0,1,0,0,0
0.502611,0.581171,1,0,0,0,0
0.718855,0.617482,0,1,1,0,0
0.739919,0.629828,0,1,1,0,0
0.522834,0.629141,1,0,0,0,0
0.750923,0.719584,0,1,1,0,0
0.821245,0.560747,0,1,1,0,0
0.660794,0.717581,1,1,1,0,0
0.76946,0.880051,0,1,0,0,0
0.741079,0.784037,0,1,1,0,0
0.82279,0.669848,0,1,1,0,0
0.843567,0.541428,0,1,1,0,0
0.706844,0.672693,0,1,1,0,0
0.47073,0.655127,1,0,0,0,0
0.737776,0.82621,0,1,1,0,0
0.614373,0.755653,1,1,1,0,0
0.724924,0.633809,0,1,1,0,0
0.710439,0.737886,0,1,1,0,0
0.711749,0.566585,0,1,1,0,0
0.778525,0.597035,0,1,1,0,0
0.796012,0.613215,0,1,1,0,0
0.769784,0.713294,0,1,1,0,0
0.556254,0.554404,1,0,1,0,0
0.522121,0.710467,1,0,0,0,0
0.513528,0.602356,1,0,0,0,0
0.600273,0.727368,1,1,1,0,0
0.74632,0.650606,0,1,1,0,0
0.529851,0.568667,1,0,0,0,0
0.569835,0.78145,1,1,0,0,0
0.415193,0.46743,1,0,0,0,0
0.752643,0.720743,0,1,1,0,0
0.783872,0.593818,0,1,1,0,0
0.871744,0.824001,0,1,0,0,0
0.599597,0.646908,1,1,1,0,0
0.661159,0.669027,1,1,1,0,0
0.721065,0.560301,0,1,1,0,0
0.501577,0.618225,1,0,0,0,0
0.871297,0.58486,0,1,1,0,0
0.620671,0.719477,1,1,1,0,0
0.519602,0.596242,1,0,0,0,0
0.787925,0.781994,0,1,1,0,0
0.72858,0.632339,0,1,1,0,0
0.512126,0.657241,1,0,0,0,0
0.80732,0.738845,0,1,1,0,0
0.793136,0.452803,0,0,1,0,0
0.717257,0.692273,0,1,1,0,0
0.46091,0.576775,1,0,0,0,0
0.635256,0.562182,1,1,1,0,0
0.730538,0.685269,0,1,1,0,0
0.753526,0.439817,0,0,1,0,0
0.703312,0.481675,0,0,1,0,0
0.742307,0.587815,0,1,1,0,0
0.914234,0.641573,0,1,1,0,0
0.736717,0.533217,0,1,1,0,0
0.360705,0.630304,1,0,0,0,0
0.645347,0.487728,1,0,1,0,0
0.411557,0.591456,1,0,0,0,0
0.746501,0.71868,0,1,1,0,0
0.673146,0.855665,0,1,0,0,0
0.640028,0.746948,1,1,1,0,0
0.677276,0.69062,1,1,1,0,0
0.41068,0.579821,1,0,0,0,0
0.920266,0.770192,0,1,0,0,0
0.749271,0.59663,0,1,1,0,0
0.751778,0.70057,0,1,1,0,0
0.511462,0.600134,1,0,0,0,0
0.465992,0.646079,1,0,0,0,0
0.361906,0.735754,1,0,0,0,0
0.834284,0.816127,0,1,0,0,0
0.758524,0.518011,0,0,1,0,0
0.639589,0.716081,1,1,1,0,0
0.746158,0.612264,0,1,1,0,0
0.808922,0.631165,0,1,1,0,0
0.436542,0.658603,1,0,0,0,0
0.386033,0.534798,1,0,0,0,0
0.720274,0.702276,0,1,1,0,0
0.753198,0.718794,0,1,1,0,0
0.891618,0.661954,0,1,1,0,0
0.55855,0.580654,1,0,1,0,0
0.735842,0.628351,0,1,1,0,0
0.570091,0.507988,1,0,0,0,0
0.753051,0.713809,0,1,1,0,0
0.618953,0.788073,0,1,1,0,0
0.448392,0.482583,1,0,0,0,0
0.747179,0.625741,0,1,1,0,0
0.491913,0.754113,1,0,0,0,0
0.826985,0.753989,0,1,1,0,0
0.459057,0.544313,1,0,0,0,0
0.362225,0.711578,1,0,0,0,0
0.370249,0.663172,1,0,0,0,0
0.80349,0.876144,0,1,0,0,0
0.441224,0.43829,1,0,0,0,0
0.762016,0.565116,0,1,1,0,0
0.479584,0.76079,1,0,0,0,0
0.785286,0.451441,0,0,1,0,0
0.509021,0.590023,1,0,0,0,0
0.784019,0.860734,0,1,0,0,0
0.644238,0.466741,1,0,1,0,0
0.404338,0.613403,1,0,0,0,0
0.849565,0.631218,0,1,1,0,0
0.695602,0.510531,0,0,1,0,0
0.706823,0.747185,0,1,1,0,0
0.713855,0.584626,0,1,1,0,0
0.509199,0.60786,1,0,0,0,0
0.43672,0.436481,1,0,0,0,0
0.72749,0.456611,0,0,1,0,0
0.663925,0.703961,1,1,1,0,0
0.761736,0.718346,0,1,1,0,0
0.6416,0.732085,1,1,1,0,0
0.671699,0.574201,1,1,1,0,0
0.342183,0.716198,1,0,0,0,0
0.748616,0.714302,0,1,1,0,0
0.748394,0.59551,0,1,1,0,0
0.715234,0.71257,0,1,1,0,0
0.855728,0.751144,0,1,1,0,0
0.633736,0.581982,1,1,1,0,0
0.731663,0.635862,0,1,1,0,0
0.705089,0.847626,0,1,0,0,0
0.75751,0.722202,0,1,1,0,0
0.54111,0.791827,1,0,0,0,0
0.43045,0.740939,1,0,0,0,0
0.444328,0.789303,1,0,0,0,0
0.765788,0.745507,0,1,1,0,0
0.75148,0.737082,0,1,1,0,0
0.500265,0.654699,1,0,0,0,0
0.506692,0.632265,1,0,0,0,0
0.397655,0.482434,1,0,0,0,0
0.692831,0.669979,1,1,1,0,0
0.85451,0.883186,0,1,0,0,0
0.827031,0.468877,0,0,1,0,0
0.501009,0.597296,1,0,0,0,0
0.403182,0.664789,1,0,0,0,0
0.522302,0.756606,1,0,0,0,0
0.767649,0.563013,0,1,1,0,0
0.597816,0.525733,1,0,1,0,0
0.745179,0.783757,0,1,1,0,0
0.815618,0.724015,0,1,1,0,0
0.834302,0.494016,0,0,1,0,0
0.494007,0.607881,1,0,0,0,0
0.769905,0.884285,0,1,0,0,0
0.722334,0.658771,0,1,1,0,0
0.607715,0.689096,1,1,1,0,0
0.649497,0.843275,0,1,0,0,0
0.50545,0.613379,1,0,0,0,0
0.66494,0.790217,0,1,1,0,0
0.48586,0.582163,1,0,0,0,0
0.542162,0.627294,1,0,1,0,0
0.758009,0.764579,0,1,1,0,0
0.717903,0.622717,0,1,1,0,0
0.440654,0.596892,1,0,0,0,0
0.672684,0.627993,1,1,1,0,0
0.719002,0.662844,0,1,1,0,0
0.432589,0.692155,1,0,0,0,0
0.799551,0.545777,0,1,1,0,0
0.554201,0.417664,1,0,0,0,0
0.888973,0.644017,0,1,1,0,0
0.627409,0.747993,1,1,1,0,0
0.807928,0.753875,0,1,1,0,0
0.363886,0.728242,1,0,0,0,0
0.736569,0.637683,0,1,1,0,0
0.742161,0.663637,0,1,1,0,0
0.600234,0.774735,1,1,1,0,0
0.601003,0.830499,0,1,0,0,0
0.752784,0.741314,0,1,1,0,0
0.803063,0.687982,0,1,1,0,0
0.392473,0.561039,1,0,0,0,0
0.576528,0.52512,1,0,1,0,0
0.634255,0.462205,1,0,1,0,0
0.806229,0.560387,0,1,1,0,0
0.580179,0.666838,1,1,1,0,0
0.471279,0.731338,1,0,0,0,0
0.744261,0.644418,0,1,1,0,0
0.823482,0.778817,0,1,1,0,0
0.623528,0.579586,1,1,1,0,0
0.697409,0.803061,0,1,1,0,0
0.744354,0.707408,0,1,1,0,0
0.853141,0.775862,0,1,1,0,0
0.59731,0.629152,1,1,1,0,0
0.403025,0.532405,1,0,0,0,0
0.752138,0.723267,0,1,1,0,0
0.743052,0.738083,0,1,1,0,0
0.476143,0.581814,1,0,0,0,0
0.748545,0.639034,0,1,1,0,0
0.500627,0.521468,1,0,0,0,0
0.55367,0.476467,1,0,0,0,0
0.486618,0.761585,1,0,0,0,0
0.636419,0.522478,1,0,1,0,0
0.501086,0.606052,1,0,0,0,0
0.699426,0.684866,0,1,1,0,0
0.584613,0.596699,1,0,1,0,0
0.615526,0.56668,1,0,1,0,0
0.670924,0.662815,1,1,1,0,0
0.444682,0.583739,1,0,0,0,0
0.571005,0.628797,1,0,1,0,0
0.443348,0.467482,1,0,0,0,0
0.814379,0.482362,0,0,1,0,0
0.594744,0.429778,1,0,0,0,0
0.711417,0.530937,0,1,1,0,0
0.7125,0.658557,0,1,1,0,0
0.747228,0.640152,0,1,1,0,0
0.885741,0.802383,0,1,0,0,0
0.797061,0.691928,0,1,1,0,0
0.786204,0.687762,0,1,1,0,0
0.7146,0.738121,0,1,1,0,0
0.742122,0.835311,0,1,0,0,0
0.682506,0.684169,1,1,1,0,0
0.771948,0.66766,0,1,1,0,0
0.570312,0.717526,1,1,1,0,0
0.614468,0.655655,1,1,1,0,0
0.799777,0.807533,0,1,1,0,0
0.402298,0.597353,1,0,0,0,0
0.520962,0.640468,1,0,0,0,0
0.777344,0.720513,0,1,1,0,0
0.738366,0.764052,0,1,1,0,0
0.505171,0.540318,1,0,0,0,0
0.897325,0.839084,0,1,0,0,0
0.513382,0.694333,1,0,0,0,0
0.734823,0.625314,0,1,1,0,0
0.716773,0.740612,0,1,1,0,0
0.521248,0.608651,1,0,0,0,0
0.747911,0.596036,0,1,1,0,0
0.895414,0.651648,0,1,1,0,0
0.682499,0.647507,1,1,1,0,0
0.746349,0.696189,0,1,1,0,0
0.612053,0.435638,1,0,0,0,0
0.615366,0.737126,1,1,1,0,0
0.711617,0.521963,0,0,1,0,0
0.739181,0.689912,0,1,1,0,0
0.600285,0.639761,1,1,1,0,0
0.893135,0.672669,0,1,1,0,0
0.634625,0.676293,1,1,1,0,0
0.744,0.75204,0,1,1,0,0
0.747834,0.879385,0,1,0,0,0
0.746182,0.712995,0,1,1,0,0
0.803888,0.628907,0,1,1,0,0
0.629379,0.582462,1,1,1,0,0
0.555202,0.643839,1,0,1,0,0
0.67693,0.845043,0,1,0,0,0
0.4236,0.514301,1,0,0,0,0
0.663748,0.536239,1,0,1,0,0
0.857949,0.579302,0,1,1,0,0
0.814945,0.633521,0,1,1,0,0
0.66497,0.638855,1,1,1,0,0
0.6626,0.775908,0,1,1,0,0
0.759791,0.528342,0,1,1,0,0
0.575395,0.733107,1,1,1,0,0
0.566583,0.741488,1,1,1,0,0
0.893543,0.683821,0,1,1,0,0
0.717406,0.713339,0,1,1,0,0
0.784776,0.728467,0,1,1,0,0
0.561917,0.555642,1,0,1,0,0
0.746454,0.734314,0,1,1,0,0
0.587876,0.754387,1,1,1,0,0
0.775297,0.57822,0,1,1,0,0
0.666835,0.569482,1,1,1,0,0
0.685308,0.529267,1,0,1,0,0
0.739132,0.783011,0,1,1,0,0
0.743656,0.569571,0,1,1,0,0
0.672151,0.71368,1,1,1,0,0
0.739181,0.802825,0,1,1,0,0
0.365247,0.483323,1,0,0,0,0
0.596294,0.764339,1,1,1,0,0
0.673108,0.52476,1,0,1,0,0
0.505564,0.606353,1,0,0,0,0
0.716951,0.490643,0,0,1,0,0
0.686362,0.623194,1,1,1,0,0
0.730263,0.639226,0,1,1,0,0
0.621037,0.611775,1,1,1,0,0
0.793874,0.644512,0,1,1,0,0
0.665829,0.679048,1,1,1,0,0
0.828155,0.686023,0,1,1,0,0
0.467112,0.556716,1,0,0,0,0
0.368503,0.547213,1,0,0,0,0
0.666202,0.744787,0,1,1,0,0
0.645005,0.698108,1,1,1,0,0
0.777638,0.836604,0,1,0,0,0
0.712186,0.648803,0,1,1,0,0
0.518216,0.566334,1,0,0,0,0
0.531942,0.579756,1,0,0,0,0
0.453598,0.505915,1,0,0,0,0
0.736464,0.612543,0,1,1,0,0
0.362209,0.639805,1,0,0,0,0
0.584036,0.552441,1,0,1,0,0
0.615473,0.71105,1,1,1,0,0
0.686618,0.588898,1,1,1,0,0
0.738034,0.730579,0,1,1,0,0
0.751614,0.646177,0,1,1,0,0
0.732617,0.636502,0,1,1,0,0
0.828051,0.711632,0,1,1,0,0
0.658628,0.59711,1,1,1,0,0
0.727306,0.617818,0,1,1,0,0
0.492761,0.603194,1,0,0,0,0
0.73894,0.723729,0,1,1,0,0
0.8141,0.711846,0,1,1,0,0
0.749493,0.643979,0,1,1,0,0
0.629759,0.666537,1,1,1,0,0
0.491268,0.578724,1,0,0,0,0
0.618068,0.609413,1,1,1,0,0
0.509139,0.606299,1,0,0,0,0
0.79238,0.681133,0,1,1,0,0
0.519143,0.535061,1,0,0,0,0
0.750692,0.635527,0,1,1,0,0
0.788408,0.656233,0,1,1,0,0
0.697989,0.613693,1,1,1,0,0
