@relation 'MOA: -C 7'

@attribute a_7 numeric
@attribute a_8 numeric
@attribute class0- {0,1}
@attribute class1- {0,1}
@attribute class2- {0,1}
@attribute class3- {0,1}
@attribute class4- {0,1}
@attribute class5- {0,1}
@attribute class6- {0,1}

@data
0.529837,0.629638,1,0,1,0,0,0,0
0.646586,0.503238,0,0,1,0,0,0,0
0.217573,0.276394,0,0,0,1,1,0,0
0.297581,0.351737,0,0,0,1,1,0,0
0.80165,0.816425,0,1,0,0,0,0,0
0.436703,0.234022,0,0,0,1,0,0,0
0.504911,0.605894,1,0,1,0,0,0,0
0.212998,0.269336,0,0,0,1,1,0,0
0.528472,0.667023,1,0,1,0,0,0,0
0.523809,0.646503,1,0,1,0,0,0,0
0.41342,0.641074,1,0,0,0,0,0,0
0.474166,0.51054,1,0,1,0,0,0,0
0.771657,0.794156,0,1,0,0,0,0,0
0.854092,0.836613,0,1,0,0,0,0,0
0.569146,0.669528,1,0,1,0,0,0,0
0.343841,0.266923,0,0,0,1,1,0,0
0.334583,0.178159,0,0,0,1,1,0,0
0.523526,0.540886,1,0,1,0,0,0,0
0.386623,0.426472,0,0,0,1,0,0,0
0.40043,0.208837,0,0,0,1,0,0,0
0.887418,0.797609,0,1,0,0,0,0,0
0.742826,0.801974,0,1,0,0,0,0,0
0.463804,0.26859,0,0,0,1,0,0,0
0.455932,0.513173,1,0,1,0,0,0,0
0.529488,0.688812,1,0,1,0,0,0,0
0.674072,0.84412,0,1,0,0,0,0,0
0.553731,0.605555,1,0,1,0,0,0,0
0.883775,0.729222,0,1,0,0,0,0,0
0.133817,0.175847,0,0,0,0,1,0,0
0.549188,0.495979,1,0,1,0,0,0,0
0.220782,0.374093,0,0,0,1,1,0,0
0.361295,0.316307,0,0,0,1,0,0,0
0.749622,0.71684,0,1,0,0,0,0,0
0.592791,0.489212,1,0,1,0,0,0,0
0.606391,0.53528,1,0,1,0,0,0,0
0.429812,0.637945,1,0,1,0,0,0,0
0.204959,0.270336,0,0,0,1,1,0,0
0.346485,0.309569,0,0,0,1,1,0,0
0.386676,0.257243,0,0,0,1,0,0,0
0.352312,0.307389,0,0,0,1,1,0,0
0.511413,0.587016,1,0,1,0,0,0,0
0.52628,0.526844,1,0,1,0,0,0,0
0.800966,0.961099,0,1,0,0,0,0,0
0.296387,0.280501,0,0,0,1,1,0,0
0.242235,0.255013,0,0,0,1,1,0,0
0.344954,0.404138,0,0,0,1,0,0,0
0.1464,0.207586,0,0,0,0,1,0,0
0.265384,0.358707,0,0,0,1,1,0,0
0.406497,0.214222,0,0,0,1,0,0,0
0.588541,0.656506,1,0,1,0,0,0,0
0.165767,0.281872,0,0,0,0,1,0,0
0.843169,0.911038,0,1,0,0,0,0,0
0.386418,0.452445,0,0,0,1,0,0,0
0.577057,0.591687,1,0,1,0,0,0,0
0.590752,0.462993,0,0,1,0,0,0,0
0.673658,0.776164,0,1,0,0,0,0,0
0.238259,0.397486,0,0,0,1,1,0,0
0.618558,0.584708,1,0,1,0,0,0,0
0.47776,0.600936,1,0,1,0,0,0,0
0.328016,0.173642,0,0,0,1,1,0,0
0.153993,0.184132,0,0,0,0,1,0,0
0.353487,0.246026,0,0,0,1,1,0,0
0.657283,0.629068,1,0,1,0,0,0,0
0.569248,0.49486,1,0,1,0,0,0,0
0.244199,0.24107,0,0,0,1,1,0,0
0.568287,0.576243,1,0,1,0,0,0,0
0.25103,0.386945,0,0,0,1,1,0,0
0.521941,0.655612,1,0,1,0,0,0,0
0.577272,0.636585,1,0,1,0,0,0,0
0.33983,0.304103,0,0,0,1,1,0,0
0.303795,0.31498,0,0,0,1,1,0,0
0.621082,0.553981,1,0,1,0,0,0,0
0.839468,0.824429,0,1,0,0,0,0,0
0.336991,0.271193,0,0,0,1,1,0,0
0.645325,0.605204,1,0,1,0,0,0,0
0.628535,0.799661,0,1,0,0,0,0,0
0.729507,0.837328,0,1,0,0,0,0,0
0.247001,0.241849,0,0,0,1,1,0,0
0.337418,0.376613,0,0,0,1,0,0,0
0.503144,0.577305,1,0,1,0,0,0,0
0.619542,0.541736,1,0,1,0,0,0,0
0.367242,0.300416,0,0,0,1,0,0,0
0.334025,0.337173,0,0,0,1,1,0,0
0.870041,0.727501,0,1,0,0,0,0,0
0.315061,0.249061,0,0,0,1,1,0,0
0.076098,0.181637,0,0,0,0,1,0,0
0.543303,0.57282,1,0,1,0,0,0,0
0.322474,0.163677,0,0,0,1,1,0,0
0.851451,0.828116,0,1,0,0,0,0,0
0.226925,0.27687,0,0,0,1,1,0,0
0.377458,0.632927,1,0,0,0,0,0,0
0.319239,0.30002,0,0,0,1,1,0,0
0.312636,0.345529,0,0,0,1,1,0,0
0.408436,0.623509,1,0,0,0,0,0,0
0.468245,0.745323,1,0,0,0,0,0,0
0.884797,0.763458,0,1,0,0,0,0,0
0.812893,0.780161,0,1,0,0,0,0,0
0.339621,0.330412,0,0,0,1,1,0,0
0.692764,0.7332,0,1,0,0,0,0,0
0.788741,0.844222,0,1,0,0,0,0,0
0.711881,0.768717,0,1,0,0,0,0,0
0.875753,0.821167,0,1,0,0,0,0,0
0.243182,0.153729,0,0,0,0,1,0,0
0.504066,0.602153,1,0,1,0,0,0,0
0.365532,0.318194,0,0,0,1,0,0,0
0.575614,0.564772,1,0,1,0,0,0,0
0.669345,0.681856,0,0,1,0,0,0,0
0.227461,0.334423,0,0,0,1,1,0,0
0.414108,0.714491,1,0,0,0,0,0,0
0.235606,0.301663,0,0,0,1,1,0,0
0.573925,0.58981,1,0,1,0,0,0,0
0.578852,0.621151,1,0,1,0,0,0,0
0.562791,0.577343,1,0,1,0,0,0,0
0.444992,0.285246,0,0,0,1,0,0,0
0.420074,0.528065,1,0,0,0,0,0,0
0.79281,0.815462,0,1,0,0,0,0,0
0.374667,0.309789,0,0,0,1,0,0,0
0.578428,0.520287,1,0,1,0,0,0,0
0.588714,0.563223,1,0,1,0,0,0,0
0.355614,0.296968,0,0,0,1,1,0,0
0.399543,0.301131,0,0,0,1,0,0,0
0.337343,0.233043,0,0,0,1,1,0,0
0.35993,0.440668,0,0,0,1,0,0,0
0.300413,0.23536,0,0,0,1,1,0,0
0.605796,0.528814,1,0,1,0,0,0,0
0.403568,0.366,0,0,0,1,0,0,0
0.238283,0.293842,0,0,0,1,1,0,0
0.150226,0.141367,0,0,0,0,1,0,0
0.640993,0.528988,1,0,1,0,0,0,0
0.772541,0.847841,0,1,0,0,0,0,0
0.859683,0.780534,0,1,0,0,0,0,0
0.518995,0.540911,1,0,1,0,0,0,0
0.499761,0.610049,1,0,1,0,0,0,0
0.266125,0.200039,0,0,0,1,1,0,0
0.897165,0.821031,0,1,0,0,0,0,0
0.329879,0.23472,0,0,0,1,1,0,0
0.840912,0.784313,0,1,0,0,0,0,0
0.585556,0.634953,1,0,1,0,0,0,0
0.372944,0.355832,0,0,0,1,0,0,0
0.397319,0.185791,0,0,0,1,0,0,0
0.161502,0.255599,0,0,0,0,1,0,0
0.56873,0.637151,1,0,1,0,0,0,0
0.655623,0.605474,1,0,1,0,0,0,0
0.508847,0.610123,1,0,1,0,0,0,0
0.298432,0.241427,0,0,0,1,1,0,0
0.358566,0.162725,0,0,0,1,0,0,0
0.578928,0.639142,1,0,1,0,0,0,0
0.485597,0.282034,0,0,0,1,0,0,0
0.798642,0.821922,0,1,0,0,0,0,0
0.644937,0.818288,0,1,0,0,0,0,0
0.198192,0.175073,0,0,0,0,1,0,0
0.780386,0.867915,0,1,0,0,0,0,0
0.101617,0.184772,0,0,0,0,1,0,0
0.650887,0.745496,0,1,1,0,0,0,0
0.573524,0.606672,1,0,1,0,0,0,0
0.452358,0.343502,0,0,0,1,0,0,0
0.331448,0.30406,0,0,0,1,1,0,0
0.092474,0.289944,0,0,0,0,1,0,0
0.437332,0.669508,1,0,1,0,0,0,0
0.331334,0.282788,0,0,0,1,1,0,0
0.568771,0.594042,1,0,1,0,0,0,0
0.641008,0.587658,1,0,1,0,0,0,0
0.537196,0.545771,1,0,1,0,0,0,0
0.773401,0.832858,0,1,0,0,0,0,0
0.264218,0.252415,0,0,0,1,1,0,0
0.828238,0.799068,0,1,0,0,0,0,0
0.351113,0.639474,1,0,0,0,0,0,0
0.569671,0.513789,1,0,1,0,0,0,0
0.275735,0.248095,0,0,0,1,1,0,0
0.583691,0.509793,1,0,1,0,0,0,0
0.840596,0.91222,0,1,0,0,0,0,0
0.861209,0.867757,0,1,0,0,0,0,0
0.221868,0.225918,0,0,0,1,1,0,0
0.206317,0.252977,0,0,0,0,1,0,0
0.18877,0.348944,0,0,0,0,1,0,0
0.533974,0.487311,1,0,1,0,0,0,0
0.807345,0.72256,0,1,0,0,0,0,0
0.412353,0.232147,0,0,0,1,0,0,0
0.188648,0.275731,0,0,0,0,1,0,0
0.703812,0.713664,0,1,0,0,0,0,0
0.636081,0.77373,0,1,0,0,0,0,0
0.185968,0.249693,0,0,0,0,1,0,0
0.414164,0.615642,1,0,1,0,0,0,0
0.579321,0.581356,1,0,1,0,0,0,0
0.350317,0.288879,0,0,0,1,1,0,0
0.487444,0.573772,1,0,1,0,0,0,0
0.295107,0.273348,0,0,0,1,1,0,0
0.513602,0.522055,1,0,1,0,0,0,0
0.559115,0.645721,1,0,1,0,0,0,0
0.590764,0.497754,1,0,1,0,0,0,0
0.206289,0.274569,0,0,0,1,1,0,0
0.302851,0.337227,0,0,0,1,1,0,0
0.338545,0.297122,0,0,0,1,1,0,0
0.432536,0.745313,1,0,0,0,0,0,0
0.617126,0.687119,1,0,1,0,0,0,0
0.86925,0.690418,0,1,0,0,0,0,0
0.394359,0.275773,0,0,0,1,0,0,0
0.785104,0.821867,0,1,0,0,0,0,0
0.191452,0.190132,0,0,0,0,1,0,0
0.505831,0.61084,1,0,1,0,0,0,0
0.517841,0.624113,1,0,1,0,0,0,0
0.568122,0.58593,1,0,1,0,0,0,0
0.821261,0.90395,0,1,0,0,0,0,0
0.352397,0.315307,0,0,0,1,1,0,0
0.141257,0.171187,0,0,0,0,1,0,0
0.536977,0.637941,1,0,1,0,0,0,0
0.15716,0.342888,0,0,0,0,1,0,0
0.403366,0.614712,1,0,0,0,0,0,0
0.205667,0.319728,0,0,0,1,1,0,0
0.567547,0.629697,1,0,1,0,0,0,0
0.486166,0.571086,1,0,1,0,0,0,0
0.566111,0.643854,1,0,1,0,0,0,0
0.665227,0.758558,0,1,0,0,0,0,0
0.345797,0.179657,0,0,0,1,0,0,0
0.427082,0.587504,1,0,1,0,0,0,0
0.815768,0.691359,0,1,0,0,0,0,0
0.226998,0.378206,0,0,0,1,1,0,0
0.475489,0.601057,1,0,1,0,0,0,0
0.77922,0.702428,0,1,0,0,0,0,0
0.508609,0.650359,1,0,1,0,0,0,0
0.543484,0.612476,1,0,1,0,0,0,0
0.572764,0.620724,1,0,1,0,0,0,0
0.520814,0.645934,1,0,1,0,0,0,0
0.662318,0.535991,0,0,1,0,0,0,0
0.363175,0.332649,0,0,0,1,0,0,0
0.213407,0.36601,0,0,0,1,1,0,0
0.348729,0.595179,1,0,0,0,0,0,0
0.335385,0.427239,0,0,0,1,0,0,0
0.44871,0.558319,1,0,1,0,0,0,0
0.629366,0.74527,0,0,1,0,0,0,0
0.326876,0.325824,0,0,0,1,1,0,0
0.653289,0.567815,1,0,1,0,0,0,0
0.477931,0.640612,1,0,1,0,0,0,0
0.125766,0.244998,0,0,0,0,1,0,0
0.459488,0.486883,1,0,0,0,0,0,0
0.658797,0.86859,0,1,0,0,0,0,0
0.473878,0.57724,1,0,1,0,0,0,0
0.208321,0.274156,0,0,0,1,1,0,0
0.502126,0.622889,1,0,1,0,0,0,0
0.571878,0.486101,1,0,1,0,0,0,0
0.652037,0.676515,0,0,1,0,0,0,0
0.293043,0.34921,0,0,0,1,1,0,0
0.518248,0.619233,1,0,1,0,0,0,0
0.865918,0.813696,0,1,0,0,0,0,0
0.37376,0.324186,0,0,0,1,0,0,0
0.533556,0.565005,1,0,1,0,0,0,0
0.636773,0.562072,1,0,1,0,0,0,0
0.39028,0.513073,1,0,0,0,0,0,0
0.546351,0.68422,1,0,1,0,0,0,0
0.90081,0.908148,0,1,0,0,0,0,0
0.590247,0.590969,1,0,1,0,0,0,0
0.176153,0.375673,0,0,0,0,1,0,0
0.500165,0.520795,1,0,1,0,0,0,0
0.216739,0.310221,0,0,0,1,1,0,0
0.599828,0.617707,1,0,1,0,0,0,0
0.851706,0.843379,0,1,0,0,0,0,0
0.179858,0.249198,0,0,0,0,1,0,0
0.380532,0.455057,0,0,0,1,0,0,0
0.593207,0.501717,1,0,1,0,0,0,0
0.479433,0.407114,0,0,0,1,0,0,0
0.557487,0.63306,1,0,1,0,0,0,0
0.489372,0.654935,1,0,1,0,0,0,0
0.112033,0.373497,0,0,0,0,1,0,0
0.502631,0.365324,0,0,0,1,0,0,0
0.178276,0.336971,0,0,0,0,1,0,0
0.396427,0.277889,0,0,0,1,0,0,0
0.167314,0.306595,0,0,0,0,1,0,0
0.509108,0.499527,1,0,1,0,0,0,0
0.564912,0.587388,1,0,1,0,0,0,0
0.609187,0.753478,0,0,1,0,0,0,0
0.72616,0.784625,0,1,0,0,0,0,0
0.488141,0.630776,1,0,1,0,0,0,0
0.226443,0.288044,0,0,0,1,1,0,0
0.580517,0.635903,1,0,1,0,0,0,0
0.169474,0.352369,0,0,0,0,1,0,0
0.187242,0.185945,0,0,0,0,1,0,0
0.584775,0.722218,1,0,1,0,0,0,0
0.371677,0.595517,1,0,0,0,0,0,0
0.481383,0.605906,1,0,1,0,0,0,0
0.118033,0.239362,0,0,0,0,1,0,0
0.485,0.649013,1,0,1,0,0,0,0
0.657162,0.57657,1,0,1,0,0,0,0
0.512829,0.687371,1,0,1,0,0,0,0
0.533902,0.645789,1,0,1,0,0,0,0
0.257691,0.189067,0,0,0,1,1,0,0
0.916979,0.771328,0,1,0,0,0,0,0
0.780962,0.825389,0,1,0,0,0,0,0
0.270419,0.306779,0,0,0,1,1,0,0
0.742893,0.837569,0,1,0,0,0,0,0
0.287449,0.283718,0,0,0,1,1,0,0
0.84289,0.802195,0,1,0,0,0,0,0
0.80888,0.827127,0,1,0,0,0,0,0
0.366393,0.239133,0,0,0,1,0,0,0
0.743906,0.835069,0,1,0,0,0,0,0
0.736461,0.819307,0,1,0,0,0,0,0
0.35631,0.314734,0,0,0,1,1,0,0
0.197131,0.260497,0,0,0,0,1,0,0
0.197487,0.285795,0,0,0,0,1,0,0
0.35708,0.326489,0,0,0,1,0,0,0
0.513343,0.667468,1,0,1,0,0,0,0
0.398315,0.389667,0,0,0,1,0,0,0
0.077454,0.225801,0,0,0,0,1,0,0
0.357471,0.312098,0,0,0,1,1,0,0
0.357768,0.420297,0,0,0,1,0,0,0
0.405175,0.260321,0,0,0,1,0,0,0
0.625558,0.58713,1,0,1,0,0,0,0
0.579476,0.597264,1,0,1,0,0,0,0
0.601093,0.710733,1,0,1,0,0,0,0
0.448499,0.419287,0,0,0,1,0,0,0
0.320284,0.226597,0,0,0,1,1,0,0
0.084099,0.183355,0,0,0,0,1,0,0
0.401389,0.252471,0,0,0,1,0,0,0
0.521788,0.587654,1,0,1,0,0,0,0
0.298236,0.287066,0,0,0,1,1,0,0
0.787562,0.783908,0,1,0,0,0,0,0
0.498543,0.56079,1,0,1,0,0,0,0
0.327445,0.294726,0,0,0,1,1,0,0
0.505169,0.653302,1,0,1,0,0,0,0
0.108953,0.201246,0,0,0,0,1,0,0
0.324602,0.373796,0,0,0,1,1,0,0
0.784082,0.819548,0,1,0,0,0,0,0
0.204634,0.354361,0,0,0,1,1,0,0
0.746488,0.792677,0,1,0,0,0,0,0
0.291769,0.319762,0,0,0,1,1,0,0
0.577704,0.591261,1,0,1,0,0,0,0
0.517854,0.750969,1,0,1,0,0,0,0
0.833701,0.794431,0,1,0,0,0,0,0
0.430196,0.586287,1,0,1,0,0,0,0
0.698614,0.855833,0,1,0,0,0,0,0
0.128606,0.264282,0,0,0,0,1,0,0
0.160856,0.278286,0,0,0,0,1,0,0
0.414123,0.723092,1,0,0,0,0,0,0
0.40505,0.259108,0,0,0,1,0,0,0
0.897324,0.851442,0,1,0,0,0,0,0
0.515122,0.69279,1,0,1,0,0,0,0
0.554,0.613022,1,0,1,0,0,0,0
0.273192,0.309887,0,0,0,1,1,0,0
0.201185,0.278043,0,0,0,1,1,0,0
0.611453,0.592828,1,0,1,0,0,0,0
0.65394,0.599422,1,0,1,0,0,0,0
0.552709,0.633385,1,0,1,0,0,0,0
0.577953,0.592417,1,0,1,0,0,0,0
0.205361,0.421822,0,0,0,0,1,0,0
0.133621,0.189316,0,0,0,0,1,0,0
0.73069,0.702352,0,1,0,0,0,0,0
0.529754,0.527257,1,0,1,0,0,0,0
0.801078,0.883717,0,1,0,0,0,0,0
0.421533,0.611093,1,0,1,0,0,0,0
0.630318,0.675814,1,0,1,0,0,0,0
0.722298,0.804597,0,1,0,0,0,0,0
0.512389,0.610892,1,0,1,0,0,0,0
0.295498,0.431812,0,0,0,1,0,0,0
0.662035,0.492145,0,0,1,0,0,0,0
0.595874,0.613618,1,0,1,0,0,0,0
0.554272,0.576854,1,0,1,0,0,0,0
0.695245,0.799703,0,1,0,0,0,0,0
0.841473,0.744366,0,1,0,0,0,0,0
0.382438,0.33871,0,0,0,1,0,0,0
0.266508,0.166485,0,0,0,0,1,0,0
0.762564,0.831365,0,1,0,0,0,0,0
0.177265,0.292102,0,0,0,0,1,0,0
0.609825,0.604715,1,0,1,0,0,0,0
0.347253,0.301414,0,0,0,1,1,0,0
0.236226,0.333192,0,0,0,1,1,0,0
0.286896,0.303109,0,0,0,1,1,0,0
0.786486,0.703095,0,1,0,0,0,0,0
0.423385,0.592297,1,0,1,0,0,0,0
0.511098,0.608436,1,0,1,0,0,0,0
0.761792,0.903677,0,1,0,0,0,0,0
0.683684,0.813098,0,1,0,0,0,0,0
0.505629,0.60769,1,0,1,0,0,0,0
0.490777,0.620066,1,0,1,0,0,0,0
0.76305,0.838101,0,1,0,0,0,0,0
0.758335,0.83605,0,1,0,0,0,0,0
0.229842,0.299411,0,0,0,1,1,0,0
0.93635,0.792667,0,1,0,0,0,0,0
0.517482,0.528122,1,0,1,0,0,0,0
0.587627,0.687925,1,0,1,0,0,0,0
0.293298,0.328676,0,0,0,1,1,0,0
0.39122,0.271264,0,0,0,1,0,0,0
0.296796,0.45027,0,0,0,1,0,0,0
0.427493,0.186817,0,0,0,1,0,0,0
0.406107,0.323533,0,0,0,1,0,0,0
0.807513,0.684122,0,1,0,0,0,0,0
0.383037,0.281158,0,0,0,1,0,0,0
0.521451,0.633379,1,0,1,0,0,0,0
0.877352,0.815875,0,1,0,0,0,0,0
0.2322,0.277938,0,0,0,1,1,0,0
0.797275,0.83953,0,1,0,0,0,0,0
0.312998,0.320069,0,0,0,1,1,0,0
0.532044,0.572006,1,0,1,0,0,0,0
0.406769,0.191284,0,0,0,1,0,0,0
0.843371,0.831677,0,1,0,0,0,0,0
0.773079,0.840779,0,1,0,0,0,0,0
0.669382,0.882615,0,1,0,0,0,0,0
0.570294,0.622052,1,0,1,0,0,0,0
0.323959,0.259614,0,0,0,1,1,0,0
0.389808,0.282601,0,0,0,1,0,0,0
0.83866,0.840357,0,1,0,0,0,0,0
0.293364,0.183309,0,0,0,1,1,0,0
0.807285,0.830347,0,1,0,0,0,0,0
0.224242,0.268474,0,0,0,1,1,0,0
0.823389,0.901092,0,1,0,0,0,0,0
0.427405,0.569509,1,0,1,0,0,0,0
0.423889,0.605454,1,0,1,0,0,0,0
0.465387,0.699172,1,0,1,0,0,0,0
0.136434,0.252265,0,0,0,0,1,0,0
0.821936,0.761522,0,1,0,0,0,0,0
0.442602,0.7512,1,0,0,0,0,0,0
0.500057,0.562581,1,0,1,0,0,0,0
0.340949,0.279208,0,0,0,1,1,0,0
0.525295,0.617088,1,0,1,0,0,0,0
0.320294,0.292858,0,0,0,1,1,0,0
0.206046,0.259472,0,0,0,1,1,0,0
0.424242,0.524157,1,0,0,0,0,0,0
0.502217,0.581318,1,0,1,0,0,0,0
0.216174,0.284402,0,0,0,1,1,0,0
0.38943,0.532137,1,0,0,0,0,0,0
0.097258,0.304971,0,0,0,0,1,0,0
0.300523,0.335233,0,0,0,1,1,0,0
0.077711,0.238106,0,0,0,0,1,0,0
0.373277,0.677612,1,0,0,0,0,0,0
0.800844,0.702321,0,1,0,0,0,0,0
0.613556,0.608122,1,0,1,0,0,0,0
0.281777,0.333406,0,0,0,1,1,0,0
0.79283,0.827669,0,1,0,0,0,0,0
0.333432,0.202373,0,0,0,1,1,0,0
0.791687,0.766145,0,1,0,0,0,0,0
0.555162,0.568943,1,0,1,0,0,0,0
0.219804,0.132381,0,0,0,0,1,0,0
0.196026,0.304264,0,0,0,0,1,0,0
0.341207,0.250563,0,0,0,1,1,0,0
0.803266,0.801156,0,1,0,0,0,0,0
0.323467,0.235095,0,0,0,1,1,0,0
0.320956,0.385644,0,0,0,1,0,0,0
0.423747,0.696424,1,0,0,0,0,0,0
0.851978,0.765765,0,1,0,0,0,0,0
0.552735,0.534784,1,0,1,0,0,0,0
0.091766,0.29753,0,0,0,0,1,0,0
0.646043,0.71216,0,0,1,0,0,0,0
0.542011,0.517941,1,0,1,0,0,0,0
0.205753,0.288393,0,0,0,1,1,0,0
0.938248,0.836373,0,1,0,0,0,0,0
0.694583,0.884601,0,1,0,0,0,0,0
0.689069,0.622254,0,0,1,0,0,0,0
0.196543,0.27155,0,0,0,0,1,0,0
0.585251,0.588705,1,0,1,0,0,0,0
0.768905,0.768454,0,1,0,0,0,0,0
0.459004,0.619555,1,0,1,0,0,0,0
0.315471,0.308744,0,0,0,1,1,0,0
0.685646,0.571054,0,0,1,0,0,0,0
0.522132,0.604049,1,0,1,0,0,0,0
0.253313,0.35505,0,0,0,1,1,0,0
0.220386,0.279869,0,0,0,1,1,0,0
0.472777,0.27955,0,0,0,1,0,0,0
0.359721,0.258576,0,0,0,1,1,0,0
0.569032,0.605121,1,0,1,0,0,0,0
0.431735,0.17781,0,0,0,1,0,0,0
0.231857,0.386198,0,0,0,1,1,0,0
0.434974,0.687804,1,0,1,0,0,0,0
0.795262,0.784577,0,1,0,0,0,0,0
0.802628,0.764688,0,1,0,0,0,0,0
0.580057,0.611402,1,0,1,0,0,0,0
0.556677,0.669153,1,0,1,0,0,0,0
0.562281,0.707958,1,0,1,0,0,0,0
0.108102,0.339292,0,0,0,0,1,0,0
0.6449,0.612831,1,0,1,0,0,0,0
0.468324,0.53169,1,0,1,0,0,0,0
0.824855,0.869361,0,1,0,0,0,0,0
0.198887,0.171254,0,0,0,0,1,0,0
0.475313,0.617143,1,0,1,0,0,0,0
0.20424,0.233553,0,0,0,0,1,0,0
0.331681,0.308247,0,0,0,1,1,0,0
0.258764,0.388904,0,0,0,1,1,0,0
0.253764,0.246255,0,0,0,1,1,0,0
0.56929,0.741313,1,0,1,0,0,0,0
0.508748,0.611845,1,0,1,0,0,0,0
0.650088,0.639465,1,0,1,0,0,0,0
0.490238,0.589278,1,0,1,0,0,0,0
0.422868,0.658977,1,0,1,0,0,0,0
0.24098,0.351331,0,0,0,1,1,0,0
0.291032,0.152815,0,0,0,0,1,0,0
0.419989,0.681161,1,0,0,0,0,0,0
0.794243,0.83244,0,1,0,0,0,0,0
0.399698,0.206655,0,0,0,1,0,0,0
0.557858,0.698237,1,0,1,0,0,0,0
0.207993,0.273962,0,0,0,1,1,0,0
0.364705,0.439946,0,0,0,1,0,0,0
0.628788,0.556835,1,0,1,0,0,0,0
0.694731,0.647041,0,0,1,0,0,0,0
0.13694,0.286225,0,0,0,0,1,0,0
0.551329,0.717935,1,0,1,0,0,0,0
0.673747,0.631791,0,0,1,0,0,0,0
0.398601,0.591935,1,0,0,0,0,0,0
0.447477,0.49555,1,0,0,0,0,0,0
0.16143,0.214133,0,0,0,0,1,0,0
0.483566,0.63375,1,0,1,0,0,0,0
0.61075,0.552267,1,0,1,0,0,0,0
0.714868,0.632451,0,0,1,0,0,0,0
0.358907,0.20831,0,0,0,1,0,0,0
0.387031,0.287359,0,0,0,1,0,0,0
0.237076,0.366278,0,0,0,1,1,0,0
0.584193,0.583901,1,0,1,0,0,0,0
0.518925,0.66243,1,0,1,0,0,0,0
0.491078,0.601982,1,0,1,0,0,0,0
0.242538,0.370399,0,0,0,1,1,0,0
0.42185,0.290495,0,0,0,1,0,0,0
0.521666,0.53756,1,0,1,0,0,0,0
0.541138,0.548745,1,0,1,0,0,0,0
0.797371,0.670756,0,1,0,0,0,0,0
0.50849,0.592481,1,0,1,0,0,0,0
0.554839,0.695681,1,0,1,0,0,0,0
0.604293,0.614456,1,0,1,0,0,0,0
0.522579,0.611168,1,0,1,0,0,0,0
0.541944,0.537341,1,0,1,0,0,0,0
0.572204,0.605645,1,0,1,0,0,0,0
0.573919,0.713748,1,0,1,0,0,0,0
0.371394,0.289045,0,0,0,1,0,0,0
0.780586,0.787368,0,1,0,0,0,0,0
0.66041,0.628022,1,0,1,0,0,0,0
0.779828,0.761492,0,1,0,0,0,0,0
0.558046,0.720106,1,0,1,0,0,0,0
0.387919,0.296066,0,0,0,1,0,0,0
0.496061,0.644657,1,0,1,0,0,0,0
0.172756,0.429919,0,0,0,0,1,0,0
0.646052,0.750499,0,1,0,0,0,0,0
0.74671,0.760869,0,1,0,0,0,0,0
0.101442,0.208645,0,0,0,0,1,0,0
0.37512,0.253647,0,0,0,1,0,0,0
0.660888,0.870498,0,1,0,0,0,0,0
0.489844,0.561608,1,0,1,0,0,0,0
0.378078,0.34041,0,0,0,1,0,0,0
0.392064,0.285268,0,0,0,1,0,0,0
0.659024,0.732847,0,1,1,0,0,0,0
0.39563,0.698856,1,0,0,0,0,0,0
0.475477,0.498075,1,0,1,0,0,0,0
0.380012,0.259152,0,0,0,1,0,0,0
0.493368,0.624306,1,0,1,0,0,0,0
0.070925,0.297548,0,0,0,0,1,0,0
0.739367,0.763939,0,1,0,0,0,0,0
0.62463,0.732717,0,0,1,0,0,0,0
0.492257,0.53816,1,0,1,0,0,0,0
0.208761,0.274078,0,0,0,1,1,0,0
0.316953,0.324864,0,0,0,1,1,0,0
0.207123,0.365006,0,0,0,1,1,0,0
0.366915,0.441966,0,0,0,1,0,0,0
0.809231,0.70616,0,1,0,0,0,0,0
0.809168,0.76896,0,1,0,0,0,0,0
0.404702,0.267442,0,0,0,1,0,0,0
0.711529,0.868699,0,1,0,0,0,0,0
0.497164,0.744506,1,0,1,0,0,0,0
0.604225,0.665093,1,0,1,0,0,0,0
0.61704,0.631214,1,0,1,0,0,0,0
0.705741,0.591562,0,0,1,0,0,0,0
0.58354,0.597423,1,0,1,0,0,0,0
0.200893,0.246259,0,0,0,0,1,0,0
0.530132,0.750166,1,0,1,0,0,0,0
0.333165,0.215495,0,0,0,1,1,0,0
0.402982,0.334181,0,0,0,1,0,0,0
0.229975,0.272765,0,0,0,1,1,0,0
0.364739,0.283269,0,0,0,1,1,0,0
0.740363,0.798451,0,1,0,0,0,0,0
0.789341,0.811564,0,1,0,0,0,0,0
0.914074,0.744123,0,1,0,0,0,0,0
0.798811,0.817947,0,1,0,0,0,0,0
0.690262,0.642603,0,0,1,0,0,0,0
0.151658,0.151243,0,0,0,0,1,0,0
0.51058,0.686819,1,0,1,0,0,0,0
0.296171,0.302687,0,0,0,1,1,0,0
0.230784,0.227265,0,0,0,1,1,0,0
0.659986,0.750685,0,1,0,0,0,0,0
0.371719,0.438536,0,0,0,1,0,0,0
0.745404,0.674687,0,1,0,0,0,0,0
0.680337,0.735512,0,1,0,0,0,0,0
0.405793,0.205093,0,0,0,1,0,0,0
0.608679,0.606561,1,0,1,0,0,0,0
0.109233,0.299927,0,0,0,0,1,0,0
